"Series_Reference","Period","Data_Value","Status Code","Type","Group","Description"
"CPIQ.SE910IPCP","2026.03",0.69,"FINAL","Index point contribution quarterly","Group","Education"
"CPIQ.SE910PCCA","2026.03",2,"FINAL","Percentage contribution annual","Group","Education"
"CPIQ.SE910PCCP","2026.03",5.7,"FINAL","Percentage contribution quarterly","Group","Education"
"CPIQ.SE910PPCA","2026.03",0.062,"FINAL","Percentage points contribution annual","Group","Education"
"CPIQ.SE910PPCP","2026.03",0.051,"FINAL","Percentage points contribution quarterly","Group","Education"
"CPIQ.SE911","2026.03",1366,"FINAL","Main CPI","Group","Miscellaneous goods and services"
"CPIQ.SE9111","2026.03",1220,"FINAL","Main CPI","Subgroup","Personal care"
"CPIQ.SE911101","2026.03",1357,"FINAL","Main CPI","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101IPCA","2026.03",0.29,"FINAL","Index point contribution annual","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101IPCP","2026.03",0.1,"FINAL","Index point contribution quarterly","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PCCA","2026.03",0.7,"FINAL","Percentage contribution annual","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PCCP","2026.03",0.9,"FINAL","Percentage contribution quarterly","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PPCA","2026.03",0.022,"FINAL","Percentage points contribution annual","Class","Hairdressing and personal grooming services"
"CPIQ.SE911101PPCP","2026.03",0.008,"FINAL","Percentage points contribution quarterly","Class","Hairdressing and personal grooming services"
"CPIQ.SE911102","2026.03",1023,"FINAL","Main CPI","Class","Electrical appliances for personal care"
"CPIQ.SE911102IPCA","2026.03",0.02,"FINAL","Index point contribution annual","Class","Electrical appliances for personal care"
"CPIQ.SE911102IPCP","2026.03",0.03,"FINAL","Index point contribution quarterly","Class","Electrical appliances for personal care"
"CPIQ.SE911102PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Electrical appliances for personal care"
"CPIQ.SE911102PCCP","2026.03",0.3,"FINAL","Percentage contribution quarterly","Class","Electrical appliances for personal care"
"CPIQ.SE911102PPCA","2026.03",0.002,"FINAL","Percentage points contribution annual","Class","Electrical appliances for personal care"
"CPIQ.SE911102PPCP","2026.03",0.003,"FINAL","Percentage points contribution quarterly","Class","Electrical appliances for personal care"
"CPIQ.SE911103","2026.03",1134,"FINAL","Main CPI","Class","Other appliances, articles and products for person"
"CPIQ.SE911103IPCA","2026.03",0.22,"FINAL","Index point contribution annual","Class","Other appliances, articles and products for person"
"CPIQ.SE911103IPCP","2026.03",0.06,"FINAL","Index point contribution quarterly","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PCCA","2026.03",0.6,"FINAL","Percentage contribution annual","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PCCP","2026.03",0.5,"FINAL","Percentage contribution quarterly","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PPCA","2026.03",0.017,"FINAL","Percentage points contribution annual","Class","Other appliances, articles and products for person"
"CPIQ.SE911103PPCP","2026.03",0.005,"FINAL","Percentage points contribution quarterly","Class","Other appliances, articles and products for person"
"CPIQ.SE9111IPCA","2026.03",0.54,"FINAL","Index point contribution annual","Subgroup","Personal care"
"CPIQ.SE9111IPCP","2026.03",0.2,"FINAL","Index point contribution quarterly","Subgroup","Personal care"
"CPIQ.SE9111PCCA","2026.03",1.3,"FINAL","Percentage contribution annual","Subgroup","Personal care"
"CPIQ.SE9111PCCP","2026.03",1.7,"FINAL","Percentage contribution quarterly","Subgroup","Personal care"
"CPIQ.SE9111PPCA","2026.03",0.041,"FINAL","Percentage points contribution annual","Subgroup","Personal care"
"CPIQ.SE9111PPCP","2026.03",0.015,"FINAL","Percentage points contribution quarterly","Subgroup","Personal care"
"CPIQ.SE9113","2026.03",1466,"FINAL","Main CPI","Subgroup","Personal effects"
"CPIQ.SE911301","2026.03",1822,"FINAL","Main CPI","Class","Jewellery and watches"
"CPIQ.SE911301IPCA","2026.03",0.99,"FINAL","Index point contribution annual","Class","Jewellery and watches"
"CPIQ.SE911301IPCP","2026.03",0.59,"FINAL","Index point contribution quarterly","Class","Jewellery and watches"
"CPIQ.SE911301PCCA","2026.03",2.5,"FINAL","Percentage contribution annual","Class","Jewellery and watches"
"CPIQ.SE911301PCCP","2026.03",4.9,"FINAL","Percentage contribution quarterly","Class","Jewellery and watches"
"CPIQ.SE911301PPCA","2026.03",0.076,"FINAL","Percentage points contribution annual","Class","Jewellery and watches"
"CPIQ.SE911301PPCP","2026.03",0.044,"FINAL","Percentage points contribution quarterly","Class","Jewellery and watches"
"CPIQ.SE911302","2026.03",986,"FINAL","Main CPI","Class","Other personal effects"
"CPIQ.SE911302IPCA","2026.03",0,"FINAL","Index point contribution annual","Class","Other personal effects"
"CPIQ.SE911302IPCP","2026.03",-0.02,"FINAL","Index point contribution quarterly","Class","Other personal effects"
"CPIQ.SE911302PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Other personal effects"
"CPIQ.SE911302PCCP","2026.03",-0.2,"FINAL","Percentage contribution quarterly","Class","Other personal effects"
"CPIQ.SE911302PPCA","2026.03",0,"FINAL","Percentage points contribution annual","Class","Other personal effects"
"CPIQ.SE911302PPCP","2026.03",-0.002,"FINAL","Percentage points contribution quarterly","Class","Other personal effects"
"CPIQ.SE9113IPCA","2026.03",0.99,"FINAL","Index point contribution annual","Subgroup","Personal effects"
"CPIQ.SE9113IPCP","2026.03",0.57,"FINAL","Index point contribution quarterly","Subgroup","Personal effects"
"CPIQ.SE9113PCCA","2026.03",2.5,"FINAL","Percentage contribution annual","Subgroup","Personal effects"
"CPIQ.SE9113PCCP","2026.03",4.7,"FINAL","Percentage contribution quarterly","Subgroup","Personal effects"
"CPIQ.SE9113PPCA","2026.03",0.076,"FINAL","Percentage points contribution annual","Subgroup","Personal effects"
"CPIQ.SE9113PPCP","2026.03",0.043,"FINAL","Percentage points contribution quarterly","Subgroup","Personal effects"
"CPIQ.SE9114","2026.03",1557,"FINAL","Main CPI","Subgroup","Insurance"
"CPIQ.SE911401","2026.03",1068,"FINAL","Main CPI","Class","Life insurance"
"CPIQ.SE911401IPCA","2026.03",-0.02,"FINAL","Index point contribution annual","Class","Life insurance"
"CPIQ.SE911401IPCP","2026.03",-0.02,"FINAL","Index point contribution quarterly","Class","Life insurance"
"CPIQ.SE911401PCCA","2026.03",-0.1,"FINAL","Percentage contribution annual","Class","Life insurance"
"CPIQ.SE911401PCCP","2026.03",-0.2,"FINAL","Percentage contribution quarterly","Class","Life insurance"
"CPIQ.SE911401PPCA","2026.03",-0.002,"FINAL","Percentage points contribution annual","Class","Life insurance"
"CPIQ.SE911401PPCP","2026.03",-0.001,"FINAL","Percentage points contribution quarterly","Class","Life insurance"
"CPIQ.SE911402","2026.03",2090,"FINAL","Main CPI","Class","Dwelling insurance"
"CPIQ.SE911402IPCA","2026.03",0.05,"FINAL","Index point contribution annual","Class","Dwelling insurance"
"CPIQ.SE911402IPCP","2026.03",-0.05,"FINAL","Index point contribution quarterly","Class","Dwelling insurance"
"CPIQ.SE911402PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Dwelling insurance"
"CPIQ.SE911402PCCP","2026.03",-0.4,"FINAL","Percentage contribution quarterly","Class","Dwelling insurance"
"CPIQ.SE911402PPCA","2026.03",0.004,"FINAL","Percentage points contribution annual","Class","Dwelling insurance"
"CPIQ.SE911402PPCP","2026.03",-0.003,"FINAL","Percentage points contribution quarterly","Class","Dwelling insurance"
"CPIQ.SE911403","2026.03",1889,"FINAL","Main CPI","Class","Contents insurance"
"CPIQ.SE911403IPCA","2026.03",0.07,"FINAL","Index point contribution annual","Class","Contents insurance"
"CPIQ.SE911403IPCP","2026.03",-0.05,"FINAL","Index point contribution quarterly","Class","Contents insurance"
"CPIQ.SE911403PCCA","2026.03",0.2,"FINAL","Percentage contribution annual","Class","Contents insurance"
"CPIQ.SE911403PCCP","2026.03",-0.4,"FINAL","Percentage contribution quarterly","Class","Contents insurance"
"CPIQ.SE911403PPCA","2026.03",0.005,"FINAL","Percentage points contribution annual","Class","Contents insurance"
"CPIQ.SE911403PPCP","2026.03",-0.003,"FINAL","Percentage points contribution quarterly","Class","Contents insurance"
"CPIQ.SE911404","2026.03",2120,"FINAL","Main CPI","Class","Health insurance"
"CPIQ.SE911404IPCA","2026.03",0.74,"FINAL","Index point contribution annual","Class","Health insurance"
"CPIQ.SE911404IPCP","2026.03",0.2,"FINAL","Index point contribution quarterly","Class","Health insurance"
"CPIQ.SE911404PCCA","2026.03",1.8,"FINAL","Percentage contribution annual","Class","Health insurance"
"CPIQ.SE911404PCCP","2026.03",1.6,"FINAL","Percentage contribution quarterly","Class","Health insurance"
"CPIQ.SE911404PPCA","2026.03",0.057,"FINAL","Percentage points contribution annual","Class","Health insurance"
"CPIQ.SE911404PPCP","2026.03",0.015,"FINAL","Percentage points contribution quarterly","Class","Health insurance"
"CPIQ.SE911405","2026.03",1700,"FINAL","Main CPI","Class","Vehicle insurance"
"CPIQ.SE911405IPCA","2026.03",-0.17,"FINAL","Index point contribution annual","Class","Vehicle insurance"
"CPIQ.SE911405IPCP","2026.03",0.08,"FINAL","Index point contribution quarterly","Class","Vehicle insurance"
"CPIQ.SE911405PCCA","2026.03",-0.4,"FINAL","Percentage contribution annual","Class","Vehicle insurance"
"CPIQ.SE911405PCCP","2026.03",0.7,"FINAL","Percentage contribution quarterly","Class","Vehicle insurance"
"CPIQ.SE911405PPCA","2026.03",-0.013,"FINAL","Percentage points contribution annual","Class","Vehicle insurance"
"CPIQ.SE911405PPCP","2026.03",0.006,"FINAL","Percentage points contribution quarterly","Class","Vehicle insurance"
"CPIQ.SE9114IPCA","2026.03",0.68,"FINAL","Index point contribution annual","Subgroup","Insurance"
"CPIQ.SE9114IPCP","2026.03",0.17,"FINAL","Index point contribution quarterly","Subgroup","Insurance"
"CPIQ.SE9114PCCA","2026.03",1.7,"FINAL","Percentage contribution annual","Subgroup","Insurance"
"CPIQ.SE9114PCCP","2026.03",1.4,"FINAL","Percentage contribution quarterly","Subgroup","Insurance"
"CPIQ.SE9114PPCA","2026.03",0.052,"FINAL","Percentage points contribution annual","Subgroup","Insurance"
"CPIQ.SE9114PPCP","2026.03",0.013,"FINAL","Percentage points contribution quarterly","Subgroup","Insurance"
"CPIQ.SE9115","2026.03",737,"FINAL","Main CPI","Subgroup","Credit services"
"CPIQ.SE911501","2026.03",737,"FINAL","Main CPI","Class","Direct credit service charges"
"CPIQ.SE911501IPCA","2026.03",-0.02,"FINAL","Index point contribution annual","Class","Direct credit service charges"
"CPIQ.SE911501IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Direct credit service charges"
"CPIQ.SE911501PCCA","2026.03",0,"FINAL","Percentage contribution annual","Class","Direct credit service charges"
"CPIQ.SE911501PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Direct credit service charges"
"CPIQ.SE911501PPCA","2026.03",-0.001,"FINAL","Percentage points contribution annual","Class","Direct credit service charges"
"CPIQ.SE911501PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Direct credit service charges"
"CPIQ.SE9115IPCA","2026.03",-0.02,"FINAL","Index point contribution annual","Subgroup","Credit services"
"CPIQ.SE9115IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Subgroup","Credit services"
"CPIQ.SE9115PCCA","2026.03",0,"FINAL","Percentage contribution annual","Subgroup","Credit services"
"CPIQ.SE9115PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Subgroup","Credit services"
"CPIQ.SE9115PPCA","2026.03",-0.001,"FINAL","Percentage points contribution annual","Subgroup","Credit services"
"CPIQ.SE9115PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Subgroup","Credit services"
"CPIQ.SE9116","2026.03",1291,"FINAL","Main CPI","Subgroup","Other miscellaneous services"
"CPIQ.SE911601","2026.03",1213,"FINAL","Main CPI","Class","Vocational services"
"CPIQ.SE911601IPCA","2026.03",0.1,"FINAL","Index point contribution annual","Class","Vocational services"
"CPIQ.SE911601IPCP","2026.03",0.01,"FINAL","Index point contribution quarterly","Class","Vocational services"
"CPIQ.SE911601PCCA","2026.03",0.3,"FINAL","Percentage contribution annual","Class","Vocational services"
"CPIQ.SE911601PCCP","2026.03",0.1,"FINAL","Percentage contribution quarterly","Class","Vocational services"
"CPIQ.SE911601PPCA","2026.03",0.008,"FINAL","Percentage points contribution annual","Class","Vocational services"
"CPIQ.SE911601PPCP","2026.03",0.001,"FINAL","Percentage points contribution quarterly","Class","Vocational services"
"CPIQ.SE911602","2026.03",1498,"FINAL","Main CPI","Class","Professional services"
"CPIQ.SE911602IPCA","2026.03",0.04,"FINAL","Index point contribution annual","Class","Professional services"
"CPIQ.SE911602IPCP","2026.03",0,"FINAL","Index point contribution quarterly","Class","Professional services"
"CPIQ.SE911602PCCA","2026.03",0.1,"FINAL","Percentage contribution annual","Class","Professional services"
"CPIQ.SE911602PCCP","2026.03",0,"FINAL","Percentage contribution quarterly","Class","Professional services"
"CPIQ.SE911602PPCA","2026.03",0.003,"FINAL","Percentage points contribution annual","Class","Professional services"
"CPIQ.SE911602PPCP","2026.03",0,"FINAL","Percentage points contribution quarterly","Class","Professional services"
"CPIQ.SE911603","2026.03",1283,"FINAL","Main CPI","Class","Real estate services"
"CPIQ.SE911603IPCA","2026.03",-0.41,"FINAL","Index point contribution annual","Class","Real estate services"
"CPIQ.SE911603IPCP","2026.03",-0.07,"FINAL","Index point contribution quarterly","Class","Real estate services"
"CPIQ.SE911603PCCA","2026.03",-1,"FINAL","Percentage contribution annual","Class","Real estate services"
"CPIQ.SE911603PCCP","2026.03",-0.6,"FINAL","Percentage contribution quarterly","Class","Real estate services"
"CPIQ.SE911603PPCA","2026.03",-0.031,"FINAL","Percentage points contribution annual","Class","Real estate services"
"CPIQ.SE911603PPCP","2026.03",-0.005,"FINAL","Percentage points contribution quarterly","Class","Real estate services"
"CPIQ.SE911604","2026.03",1216,"FINAL","Main CPI","Class","Other miscellaneous services nec"
"CPIQ.SE911604IPCA","2026.03",0.08,"FINAL","Index point contribution annual","Class","Other miscellaneous services nec"
"CPIQ.SE911604IPCP","2026.03",-0.1,"FINAL","Index point contribution quarterly","Class","Other miscellaneous services nec"
"CPIQ.SE911604PCCA","2026.03",0.2,"FINAL","Percentage contribution annual","Class","Other miscellaneous services nec"
"CPIQ.SE911604PCCP","2026.03",-0.8,"FINAL","Percentage contribution quarterly","Class","Other miscellaneous services nec"
"CPIQ.SE911604PPCA","2026.03",0.006,"FINAL","Percentage points contribution annual","Class","Other miscellaneous services nec"
"CPIQ.SE911604PPCP","2026.03",-0.007,"FINAL","Percentage points contribution quarterly","Class","Other miscellaneous services nec"
"CPIQ.SE9116IPCA","2026.03",-0.19,"FINAL","Index point contribution annual","Subgroup","Other miscellaneous services"
"CPIQ.SE9116IPCP","2026.03",-0.16,"FINAL","Index point contribution quarterly","Subgroup","Other miscellaneous services"
"CPIQ.SE9116PCCA","2026.03",-0.5,"FINAL","Percentage contribution annual","Subgroup","Other miscellaneous services"
"CPIQ.SE9116PCCP","2026.03",-1.3,"FINAL","Percentage contribution quarterly","Subgroup","Other miscellaneous services"
"CPIQ.SE9116PPCA","2026.03",-0.014,"FINAL","Percentage points contribution annual","Subgroup","Other miscellaneous services"
"CPIQ.SE9116PPCP","2026.03",-0.012,"FINAL","Percentage points contribution quarterly","Subgroup","Other miscellaneous services"
"CPIQ.SE911IPCA","2026.03",2,"FINAL","Index point contribution annual","Group","Miscellaneous goods and services"
